"Region","Municipality","Year","Gender","Total"
"53999","Unincorporated Areas - Fraser-Fort George",2009,"T"," 15,202"
"53999","Unincorporated Areas - Fraser-Fort George",2010,"T"," 15,169"
"53999","Unincorporated Areas - Fraser-Fort George",2011,"T"," 15,047"
"53999","Unincorporated Areas - Fraser-Fort George",2012,"T"," 15,052"
"53999","Unincorporated Areas - Fraser-Fort George",2013,"T"," 15,094"
"53999","Unincorporated Areas - Fraser-Fort George",2014,"T"," 15,191"
"53999","Unincorporated Areas - Fraser-Fort George",2015,"T"," 15,474"
"53999","Unincorporated Areas - Fraser-Fort George",2016,"T"," 15,784"
"53999","Unincorporated Areas - Fraser-Fort George",2017,"T"," 15,980"
"53999","Unincorporated Areas - Fraser-Fort George",2018,"T"," 16,203"
"53999","Unincorporated Areas - Fraser-Fort George",2019,"T"," 16,212"
"53999","Unincorporated Areas - Fraser-Fort George",2020,"T"," 16,309"
"53999","Unincorporated Areas - Fraser-Fort George",2021,"T"," 16,396"
"53999","Unincorporated Areas - Fraser-Fort George",2022,"T"," 16,458"
"55003","Tumbler Ridge",2005,"T","  2,400"
"55003","Tumbler Ridge",2006,"T","  2,519"
"55003","Tumbler Ridge",2007,"T","  2,592"
"55003","Tumbler Ridge",2008,"T","  2,637"
"55003","Tumbler Ridge",2009,"T","  2,677"
"55003","Tumbler Ridge",2010,"T","  2,712"
"55003","Tumbler Ridge",2011,"T","  2,762"
"55003","Tumbler Ridge",2012,"T","  2,590"
"55003","Tumbler Ridge",2013,"T","  2,512"
"55003","Tumbler Ridge",2014,"T","  2,385"
"55003","Tumbler Ridge",2015,"T","  2,226"
"55003","Tumbler Ridge",2016,"T","  2,059"
"55003","Tumbler Ridge",2017,"T","  2,070"
"55003","Tumbler Ridge",2018,"T","  2,182"
"55003","Tumbler Ridge",2019,"T","  2,264"
"55003","Tumbler Ridge",2020,"T","  2,176"
"55003","Tumbler Ridge",2021,"T","  2,245"
"55003","Tumbler Ridge",2022,"T","  2,248"
"55005","Pouce Coupe",2005,"T","    766"
"55005","Pouce Coupe",2006,"T","    752"
"55005","Pouce Coupe",2007,"T","    756"
"55005","Pouce Coupe",2008,"T","    754"
"55005","Pouce Coupe",2009,"T","    754"
"55005","Pouce Coupe",2010,"T","    735"
"55005","Pouce Coupe",2011,"T","    754"
"55005","Pouce Coupe",2012,"T","    770"
"55005","Pouce Coupe",2013,"T","    797"
"55005","Pouce Coupe",2014,"T","    813"
"55005","Pouce Coupe",2015,"T","    821"
"55005","Pouce Coupe",2016,"T","    823"
"55005","Pouce Coupe",2017,"T","    837"
"55005","Pouce Coupe",2018,"T","    835"
"55005","Pouce Coupe",2019,"T","    828"
"55005","Pouce Coupe",2020,"T","    828"
"55005","Pouce Coupe",2021,"T","    818"
"55005","Pouce Coupe",2022,"T","    836"
"55010","Chetwynd",2005,"T","  2,702"
"55010","Chetwynd",2006,"T","  2,728"
"55010","Chetwynd",2007,"T","  2,754"
"55010","Chetwynd",2008,"T","  2,743"
"55010","Chetwynd",2009,"T","  2,736"
"55010","Chetwynd",2010,"T","  2,729"
"55010","Chetwynd",2011,"T","  2,697"
"55010","Chetwynd",2012,"T","  2,717"
"55010","Chetwynd",2013,"T","  2,734"
"55010","Chetwynd",2014,"T","  2,703"
"55010","Chetwynd",2015,"T","  2,667"
"55010","Chetwynd",2016,"T","  2,626"
"55010","Chetwynd",2017,"T","  2,634"
"55010","Chetwynd",2018,"T","  2,653"
"55010","Chetwynd",2019,"T","  2,651"
"55010","Chetwynd",2020,"T","  2,660"
"55010","Chetwynd",2021,"T","  2,656"
"55010","Chetwynd",2022,"T","  2,629"
"55014","Dawson Creek",2005,"T"," 11,254"
"55014","Dawson Creek",2006,"T"," 11,385"
"55014","Dawson Creek",2007,"T"," 11,578"
"55014","Dawson Creek",2008,"T"," 11,704"
"55014","Dawson Creek",2009,"T"," 11,664"
"55014","Dawson Creek",2010,"T"," 11,805"
"55014","Dawson Creek",2011,"T"," 11,902"
"55014","Dawson Creek",2012,"T"," 11,992"
"55014","Dawson Creek",2013,"T"," 12,127"
"55014","Dawson Creek",2014,"T"," 12,390"
"55014","Dawson Creek",2015,"T"," 12,545"
"55014","Dawson Creek",2016,"T"," 12,794"
"55014","Dawson Creek",2017,"T"," 12,929"
"55014","Dawson Creek",2018,"T"," 12,944"
"55014","Dawson Creek",2019,"T"," 13,055"
"55014","Dawson Creek",2020,"T"," 13,159"
"55014","Dawson Creek",2021,"T"," 12,999"
"55014","Dawson Creek",2022,"T"," 13,220"
"55025","Hudson's Hope",2005,"T","  1,049"
"55025","Hudson's Hope",2006,"T","  1,036"
"55025","Hudson's Hope",2007,"T","  1,038"
"55025","Hudson's Hope",2008,"T","  1,009"
"55025","Hudson's Hope",2009,"T","  1,004"
"55025","Hudson's Hope",2010,"T","    939"
"55025","Hudson's Hope",2011,"T","    995"
"55025","Hudson's Hope",2012,"T","    982"
"55025","Hudson's Hope",2013,"T","  1,014"
"55025","Hudson's Hope",2014,"T","  1,059"
"55025","Hudson's Hope",2015,"T","  1,038"
"55025","Hudson's Hope",2016,"T","  1,043"
"55025","Hudson's Hope",2017,"T","  1,049"
"55025","Hudson's Hope",2018,"T","  1,062"
"55025","Hudson's Hope",2019,"T","  1,055"
"55025","Hudson's Hope",2020,"T","  1,058"
"55025","Hudson's Hope",2021,"T","  1,062"
"55025","Hudson's Hope",2022,"T","  1,056"
"55030","Taylor",2005,"T","  1,347"
"55030","Taylor",2006,"T","  1,451"
"55030","Taylor",2007,"T","  1,442"
"55030","Taylor",2008,"T","  1,415"
"55030","Taylor",2009,"T","  1,430"
"55030","Taylor",2010,"T","  1,471"
"55030","Taylor",2011,"T","  1,411"
"55030","Taylor",2012,"T","  1,465"
"55030","Taylor",2013,"T","  1,489"
"55030","Taylor",2014,"T","  1,520"
"55030","Taylor",2015,"T","  1,525"
"55030","Taylor",2016,"T","  1,541"
"55030","Taylor",2017,"T","  1,545"
"55030","Taylor",2018,"T","  1,549"
"55030","Taylor",2019,"T","  1,556"
"55030","Taylor",2020,"T","  1,550"
"55030","Taylor",2021,"T","  1,555"
"55030","Taylor",2022,"T","  1,551"
"55034","Fort St. John",2005,"T"," 17,756"
"55034","Fort St. John",2006,"T"," 18,217"
"55034","Fort St. John",2007,"T"," 18,497"
"55034","Fort St. John",2008,"T"," 18,704"
"55034","Fort St. John",2009,"T"," 19,061"
"55034","Fort St. John",2010,"T"," 19,009"
"55034","Fort St. John",2011,"T"," 19,306"
"55034","Fort St. John",2012,"T"," 20,084"
"55034","Fort St. John",2013,"T"," 20,534"
"55034","Fort St. John",2014,"T"," 21,044"
"55034","Fort St. John",2015,"T"," 21,352"
"55034","Fort St. John",2016,"T"," 21,253"
"55034","Fort St. John",2017,"T"," 21,332"
"55034","Fort St. John",2018,"T"," 21,776"
"55034","Fort St. John",2019,"T"," 22,010"
"55034","Fort St. John",2020,"T"," 22,129"
"55034","Fort St. John",2021,"T"," 22,191"
"55034","Fort St. John",2022,"T"," 22,269"
"55999","Unincorporated Areas - Peace River",2005,"T"," 22,007"
"55999","Unincorporated Areas - Peace River",2006,"T"," 22,283"
"55999","Unincorporated Areas - Peace River",2007,"T"," 22,456"
"55999","Unincorporated Areas - Peace River",2008,"T"," 22,264"
"55999","Unincorporated Areas - Peace River",2009,"T"," 22,131"
"55999","Unincorporated Areas - Peace River",2010,"T"," 21,885"
"55999","Unincorporated Areas - Peace River",2011,"T"," 21,971"
"55999","Unincorporated Areas - Peace River",2012,"T"," 22,518"
"55999","Unincorporated Areas - Peace River",2013,"T"," 23,057"
"55999","Unincorporated Areas - Peace River",2014,"T"," 23,508"
"55999","Unincorporated Areas - Peace River",2015,"T"," 23,754"
"55999","Unincorporated Areas - Peace River",2016,"T"," 23,811"
"55999","Unincorporated Areas - Peace River",2017,"T"," 23,799"
"55999","Unincorporated Areas - Peace River",2018,"T"," 23,746"
"55999","Unincorporated Areas - Peace River",2019,"T"," 23,721"
"55999","Unincorporated Areas - Peace River",2020,"T"," 23,575"
"55999","Unincorporated Areas - Peace River",2021,"T"," 23,619"
"55999","Unincorporated Areas - Peace River",2022,"T"," 23,463"
"57999","Unincorporated Areas - Stikine",2005,"T","    650"
"57999","Unincorporated Areas - Stikine",2006,"T","    653"
"57999","Unincorporated Areas - Stikine",2007,"T","    625"
"57999","Unincorporated Areas - Stikine",2008,"T","    643"
"57999","Unincorporated Areas - Stikine",2009,"T","    632"
"57999","Unincorporated Areas - Stikine",2010,"T","    639"
"57999","Unincorporated Areas - Stikine",2011,"T","    652"
"57999","Unincorporated Areas - Stikine",2012,"T","    665"
"57999","Unincorporated Areas - Stikine",2013,"T","    691"
"57999","Unincorporated Areas - Stikine",2014,"T","    719"
"57999","Unincorporated Areas - Stikine",2015,"T","    741"
"57999","Unincorporated Areas - Stikine",2016,"T","    767"
"57999","Unincorporated Areas - Stikine",2017,"T","    731"
"57999","Unincorporated Areas - Stikine",2018,"T","    736"
"57999","Unincorporated Areas - Stikine",2019,"T","    712"
"57999","Unincorporated Areas - Stikine",2020,"T","    702"
"57999","Unincorporated Areas - Stikine",2021,"T","    710"
"57999","Unincorporated Areas - Stikine",2022,"T","    722"
"59007","Northern Rockies Regional Municipality",2005,"T","  5,942"
"59007","Northern Rockies Regional Municipality",2006,"T","  5,921"
"59007","Northern Rockies Regional Municipality",2007,"T","  5,729"
"59007","Northern Rockies Regional Municipality",2008,"T","  5,484"
"59007","Northern Rockies Regional Municipality",2009,"T","  5,446"
"59007","Northern Rockies Regional Municipality",2010,"T","  5,485"
"59007","Northern Rockies Regional Municipality",2011,"T","  5,464"
"59007","Northern Rockies Regional Municipality",2012,"T","  5,670"
"59007","Northern Rockies Regional Municipality",2013,"T","  5,500"
"59007","Northern Rockies Regional Municipality",2014,"T","  5,404"
"59007","Northern Rockies Regional Municipality",2015,"T","  5,175"
"59007","Northern Rockies Regional Municipality",2016,"T","  5,055"
"59007","Northern Rockies Regional Municipality",2017,"T","  4,783"
"59007","Northern Rockies Regional Municipality",2018,"T","  4,570"
"59007","Northern Rockies Regional Municipality",2019,"T","  4,473"
"59007","Northern Rockies Regional Municipality",2020,"T","  4,402"
"59007","Northern Rockies Regional Municipality",2021,"T","  4,433"
"59007","Northern Rockies Regional Municipality",2022,"T","  4,362"
"5999","Unincorporated Areas - Kootenay Boundary",2005,"T"," 10,500"
"5999","Unincorporated Areas - Kootenay Boundary",2006,"T"," 10,452"
"5999","Unincorporated Areas - Kootenay Boundary",2007,"T"," 10,458"
"5999","Unincorporated Areas - Kootenay Boundary",2008,"T"," 10,362"
"5999","Unincorporated Areas - Kootenay Boundary",2009,"T"," 10,269"
"5999","Unincorporated Areas - Kootenay Boundary",2010,"T"," 10,116"
"5999","Unincorporated Areas - Kootenay Boundary",2011,"T","  9,907"
"5999","Unincorporated Areas - Kootenay Boundary",2012,"T"," 10,126"
"5999","Unincorporated Areas - Kootenay Boundary",2013,"T"," 10,082"
"5999","Unincorporated Areas - Kootenay Boundary",2014,"T"," 10,155"
"5999","Unincorporated Areas - Kootenay Boundary",2015,"T"," 10,239"
"5999","Unincorporated Areas - Kootenay Boundary",2016,"T"," 10,374"
"5999","Unincorporated Areas - Kootenay Boundary",2017,"T"," 10,506"
"5999","Unincorporated Areas - Kootenay Boundary",2018,"T"," 10,604"
"5999","Unincorporated Areas - Kootenay Boundary",2019,"T"," 10,608"
"5999","Unincorporated Areas - Kootenay Boundary",2020,"T"," 10,573"
"5999","Unincorporated Areas - Kootenay Boundary",2021,"T"," 10,824"
"5999","Unincorporated Areas - Kootenay Boundary",2022,"T"," 10,916"
"59999","Unincorporated Areas - Northern Rockies",2005,"T","    476"
"59999","Unincorporated Areas - Northern Rockies",2006,"T","    462"
"59999","Unincorporated Areas - Northern Rockies",2007,"T","    482"
"59999","Unincorporated Areas - Northern Rockies",2008,"T","    510"
"59999","Unincorporated Areas - Northern Rockies",2009,"T","    537"
"59999","Unincorporated Areas - Northern Rockies",2010,"T","    574"
"59999","Unincorporated Areas - Northern Rockies",2011,"T","    603"
"59999","Unincorporated Areas - Northern Rockies",2012,"T","    641"
"59999","Unincorporated Areas - Northern Rockies",2013,"T","    636"
"59999","Unincorporated Areas - Northern Rockies",2014,"T","    612"
"59999","Unincorporated Areas - Northern Rockies",2015,"T","    596"
"59999","Unincorporated Areas - Northern Rockies",2016,"T","    586"
"59999","Unincorporated Areas - Northern Rockies",2017,"T","    577"
"59999","Unincorporated Areas - Northern Rockies",2018,"T","    586"
"59999","Unincorporated Areas - Northern Rockies",2019,"T","    595"
"59999","Unincorporated Areas - Northern Rockies",2020,"T","    562"
"59999","Unincorporated Areas - Northern Rockies",2021,"T","    530"
"59999","Unincorporated Areas - Northern Rockies",2022,"T","    528"
"7005","Osoyoos",2005,"T","  4,767"
"7005","Osoyoos",2006,"T","  4,825"
"7005","Osoyoos",2007,"T","  4,848"
"7005","Osoyoos",2008,"T","  4,910"
"7005","Osoyoos",2009,"T","  4,886"
"7005","Osoyoos",2010,"T","  4,872"
"7005","Osoyoos",2011,"T","  4,876"
"7005","Osoyoos",2012,"T","  4,841"
"7005","Osoyoos",2013,"T","  4,846"
"7005","Osoyoos",2014,"T","  4,970"
"7005","Osoyoos",2015,"T","  5,050"
"7005","Osoyoos",2016,"T","  5,186"
"7005","Osoyoos",2017,"T","  5,251"
"7005","Osoyoos",2018,"T","  5,347"
"7005","Osoyoos",2019,"T","  5,405"
"7005","Osoyoos",2020,"T","  5,448"
"7005","Osoyoos",2021,"T","  5,495"
"7005","Osoyoos",2022,"T","  5,551"
"7009","Keremeos",2005,"T","  1,296"
"7009","Keremeos",2006,"T","  1,318"
"7009","Keremeos",2007,"T","  1,330"
"7009","Keremeos",2008,"T","  1,331"
"7009","Keremeos",2009,"T","  1,324"
"7009","Keremeos",2010,"T","  1,331"
"7009","Keremeos",2011,"T","  1,336"
"7009","Keremeos",2012,"T","  1,357"
"7009","Keremeos",2013,"T","  1,380"
"7009","Keremeos",2014,"T","  1,441"
"7009","Keremeos",2015,"T","  1,478"
"7009","Keremeos",2016,"T","  1,532"
"7009","Keremeos",2017,"T","  1,562"
"7009","Keremeos",2018,"T","  1,652"
"7009","Keremeos",2019,"T","  1,682"
"7009","Keremeos",2020,"T","  1,727"
"7009","Keremeos",2021,"T","  1,803"
"7009","Keremeos",2022,"T","  1,755"
"7014","Oliver",2005,"T","  4,455"
"7014","Oliver",2006,"T","  4,487"
"7014","Oliver",2007,"T","  4,574"
"7014","Oliver",2008,"T","  4,684"
"7014","Oliver",2009,"T","  4,744"
"7014","Oliver",2010,"T","  4,804"
"7014","Oliver",2011,"T","  4,866"
"7014","Oliver",2012,"T","  4,811"
"7014","Oliver",2013,"T","  4,809"
"7014","Oliver",2014,"T","  4,895"
"7014","Oliver",2015,"T","  4,954"
"7014","Oliver",2016,"T","  5,049"
"7014","Oliver",2017,"T","  5,342"
"7014","Oliver",2018,"T","  5,371"
"7014","Oliver",2019,"T","  5,557"
"7014","Oliver",2020,"T","  5,538"
"7014","Oliver",2021,"T","  5,554"
"7014","Oliver",2022,"T","  5,613"
"7024","Princeton",2005,"T","  2,842"
"7024","Princeton",2006,"T","  2,825"
"7024","Princeton",2007,"T","  2,838"
"7024","Princeton",2008,"T","  2,845"
"7024","Princeton",2009,"T","  2,838"
"7024","Princeton",2010,"T","  2,809"
"7024","Princeton",2011,"T","  2,749"
"7024","Princeton",2012,"T","  2,847"
"7024","Princeton",2013,"T","  2,785"
"7024","Princeton",2014,"T","  2,830"
"7024","Princeton",2015,"T","  2,842"
"7024","Princeton",2016,"T","  2,947"
"7024","Princeton",2017,"T","  2,883"
"7024","Princeton",2018,"T","  2,948"
"7024","Princeton",2019,"T","  3,000"
"7024","Princeton",2020,"T","  3,246"
"7024","Princeton",2021,"T","  3,313"
"7024","Princeton",2022,"T","  3,244"
"7035","Summerland",2005,"T"," 11,106"
"7035","Summerland",2006,"T"," 11,065"
"7035","Summerland",2007,"T"," 11,281"
"7035","Summerland",2008,"T"," 11,399"
"7035","Summerland",2009,"T"," 11,483"
"7035","Summerland",2010,"T"," 11,417"
"7035","Summerland",2011,"T"," 11,381"
"7035","Summerland",2012,"T"," 11,425"
"7035","Summerland",2013,"T"," 11,505"
"7035","Summerland",2014,"T"," 11,766"
"7035","Summerland",2015,"T"," 11,983"
"7035","Summerland",2016,"T"," 11,963"
"7035","Summerland",2017,"T"," 12,207"
"7035","Summerland",2018,"T"," 12,340"
"7035","Summerland",2019,"T"," 12,478"
"7035","Summerland",2020,"T"," 12,682"
"7035","Summerland",2021,"T"," 12,924"
"7035","Summerland",2022,"T"," 12,913"
"7041","Penticton",2005,"T"," 32,814"
"7041","Penticton",2006,"T"," 32,679"
"7041","Penticton",2007,"T"," 32,820"
"7041","Penticton",2008,"T"," 33,142"
"7041","Penticton",2009,"T"," 33,069"
"7041","Penticton",2010,"T"," 33,082"
"7041","Penticton",2011,"T"," 33,406"
"7041","Penticton",2012,"T"," 33,141"
"7041","Penticton",2013,"T"," 33,345"
"7041","Penticton",2014,"T"," 33,737"
"7041","Penticton",2015,"T"," 34,307"
"7041","Penticton",2016,"T"," 35,036"
"7041","Penticton",2017,"T"," 35,359"
"7041","Penticton",2018,"T"," 36,069"
"7041","Penticton",2019,"T"," 36,382"
"7041","Penticton",2020,"T"," 36,299"
"7041","Penticton",2021,"T"," 36,345"
"7041","Penticton",2022,"T"," 36,826"
"7999","Unincorporated Areas - Okanagan-Similkameen",2005,"T"," 24,002"
"7999","Unincorporated Areas - Okanagan-Similkameen",2006,"T"," 23,936"
"7999","Unincorporated Areas - Okanagan-Similkameen",2007,"T"," 23,935"
"7999","Unincorporated Areas - Okanagan-Similkameen",2008,"T"," 23,807"
"7999","Unincorporated Areas - Okanagan-Similkameen",2009,"T"," 23,574"
"7999","Unincorporated Areas - Okanagan-Similkameen",2010,"T"," 23,349"
"7999","Unincorporated Areas - Okanagan-Similkameen",2011,"T"," 23,138"
"7999","Unincorporated Areas - Okanagan-Similkameen",2012,"T"," 22,874"
"7999","Unincorporated Areas - Okanagan-Similkameen",2013,"T"," 22,994"
"7999","Unincorporated Areas - Okanagan-Similkameen",2014,"T"," 23,209"
"7999","Unincorporated Areas - Okanagan-Similkameen",2015,"T"," 23,477"
"7999","Unincorporated Areas - Okanagan-Similkameen",2016,"T"," 24,116"
"7999","Unincorporated Areas - Okanagan-Similkameen",2017,"T"," 24,339"
"7999","Unincorporated Areas - Okanagan-Similkameen",2018,"T"," 24,716"
"7999","Unincorporated Areas - Okanagan-Similkameen",2019,"T"," 24,883"
"7999","Unincorporated Areas - Okanagan-Similkameen",2020,"T"," 25,126"
"7999","Unincorporated Areas - Okanagan-Similkameen",2021,"T"," 25,506"
"7999","Unincorporated Areas - Okanagan-Similkameen",2022,"T"," 25,847"
"9009","Hope",2005,"T","  6,314"
"9009","Hope",2006,"T","  6,295"
"9009","Hope",2007,"T","  6,218"
"9009","Hope",2008,"T","  6,125"
"9009","Hope",2009,"T","  6,105"
"9009","Hope",2010,"T","  6,117"
"9009","Hope",2011,"T","  6,045"
"9009","Hope",2012,"T","  6,004"
"9009","Hope",2013,"T","  6,058"
"9009","Hope",2014,"T","  6,123"
"9009","Hope",2015,"T","  6,279"
"9009","Hope",2016,"T","  6,376"
"9009","Hope",2017,"T","  6,389"
"9009","Hope",2018,"T","  6,563"
"9009","Hope",2019,"T","  6,752"
"9009","Hope",2020,"T","  6,677"
"9009","Hope",2021,"T","  6,835"
"9009","Hope",2022,"T","  6,689"
"9020","Chilliwack",2005,"T"," 69,993"
"9020","Chilliwack",2006,"T"," 71,473"
"9020","Chilliwack",2007,"T"," 73,845"
"9020","Chilliwack",2008,"T"," 75,937"
"9020","Chilliwack",2009,"T"," 77,161"
"9020","Chilliwack",2010,"T"," 78,741"
"9020","Chilliwack",2011,"T"," 79,654"
"9020","Chilliwack",2012,"T"," 80,816"
"9020","Chilliwack",2013,"T"," 81,855"
"9020","Chilliwack",2014,"T"," 83,190"
"9020","Chilliwack",2015,"T"," 84,977"
"9020","Chilliwack",2016,"T"," 87,570"
"9020","Chilliwack",2017,"T"," 89,739"
"9020","Chilliwack",2018,"T"," 92,219"
"9020","Chilliwack",2019,"T"," 93,680"
"9020","Chilliwack",2020,"T"," 94,647"
"9020","Chilliwack",2021,"T"," 95,906"
"9020","Chilliwack",2022,"T"," 97,170"
"9027","Harrison Hot Springs",2005,"T","  1,570"
"9027","Harrison Hot Springs",2006,"T","  1,607"
"9027","Harrison Hot Springs",2007,"T","  1,531"
"9027","Harrison Hot Springs",2008,"T","  1,548"
"9027","Harrison Hot Springs",2009,"T","  1,536"
"9027","Harrison Hot Springs",2010,"T","  1,507"
"9027","Harrison Hot Springs",2011,"T","  1,484"
"9027","Harrison Hot Springs",2012,"T","  1,425"
"9027","Harrison Hot Springs",2013,"T","  1,435"
"9027","Harrison Hot Springs",2014,"T","  1,468"
"9027","Harrison Hot Springs",2015,"T","  1,474"
"9027","Harrison Hot Springs",2016,"T","  1,508"
"9027","Harrison Hot Springs",2017,"T","  1,541"
"9027","Harrison Hot Springs",2018,"T","  1,590"
"9027","Harrison Hot Springs",2019,"T","  1,620"
"9027","Harrison Hot Springs",2020,"T","  1,632"
"9027","Harrison Hot Springs",2021,"T","  1,657"
"9027","Harrison Hot Springs",2022,"T","  1,688"
"9032","Kent",2005,"T","  5,192"
"9032","Kent",2006,"T","  5,201"
"9032","Kent",2007,"T","  5,180"
"9032","Kent",2008,"T","  5,401"
"9032","Kent",2009,"T","  5,640"
"9032","Kent",2010,"T","  5,831"
"9032","Kent",2011,"T","  5,760"
"9032","Kent",2012,"T","  5,863"
"9032","Kent",2013,"T","  5,877"
"9032","Kent",2014,"T","  6,001"
"9032","Kent",2015,"T","  6,044"
"9032","Kent",2016,"T","  6,359"
"9032","Kent",2017,"T","  6,447"
"9032","Kent",2018,"T","  6,611"
"9032","Kent",2019,"T","  6,606"
"9032","Kent",2020,"T","  6,636"
"9032","Kent",2021,"T","  6,559"
"9032","Kent",2022,"T","  6,955"
"9052","Abbotsford",2005,"T","127,039"
"9052","Abbotsford",2006,"T","128,358"
"9052","Abbotsford",2007,"T","129,856"
"9052","Abbotsford",2008,"T","131,583"
"9052","Abbotsford",2009,"T","133,534"
"9052","Abbotsford",2010,"T","135,120"
"9052","Abbotsford",2011,"T","136,789"
"9052","Abbotsford",2012,"T","138,264"
"9052","Abbotsford",2013,"T","140,168"
"9052","Abbotsford",2014,"T","141,648"
"9052","Abbotsford",2015,"T","144,366"
"9052","Abbotsford",2016,"T","148,040"
"9052","Abbotsford",2017,"T","151,364"
"9052","Abbotsford",2018,"T","155,629"
"9052","Abbotsford",2019,"T","159,756"
"9052","Abbotsford",2020,"T","162,380"
"9052","Abbotsford",2021,"T","164,797"
"9052","Abbotsford",2022,"T","168,464"
"9056","Mission",2005,"T"," 35,051"
"9056","Mission",2006,"T"," 35,654"
"9056","Mission",2007,"T"," 35,844"
"9056","Mission",2008,"T"," 36,178"
"9056","Mission",2009,"T"," 36,545"
"9056","Mission",2010,"T"," 37,054"
"9056","Mission",2011,"T"," 37,295"
"9056","Mission",2012,"T"," 38,067"
"9056","Mission",2013,"T"," 38,213"
"9056","Mission",2014,"T"," 38,755"
"9056","Mission",2015,"T"," 39,541"
"9056","Mission",2016,"T"," 40,666"
"9056","Mission",2017,"T"," 41,736"
"9056","Mission",2018,"T"," 42,371"
"9056","Mission",2019,"T"," 42,874"
"9056","Mission",2020,"T"," 42,858"
"9056","Mission",2021,"T"," 43,239"
"9056","Mission",2022,"T"," 43,705"
"9999","Unincorporated Areas - Fraser Valley",2005,"T"," 16,866"
"9999","Unincorporated Areas - Fraser Valley",2006,"T"," 16,984"
"9999","Unincorporated Areas - Fraser Valley",2007,"T"," 17,110"
"9999","Unincorporated Areas - Fraser Valley",2008,"T"," 17,047"
"9999","Unincorporated Areas - Fraser Valley",2009,"T"," 17,060"
"9999","Unincorporated Areas - Fraser Valley",2010,"T"," 16,975"
"9999","Unincorporated Areas - Fraser Valley",2011,"T"," 16,939"
"9999","Unincorporated Areas - Fraser Valley",2012,"T"," 17,382"
"9999","Unincorporated Areas - Fraser Valley",2013,"T"," 17,604"
"9999","Unincorporated Areas - Fraser Valley",2014,"T"," 17,877"
"9999","Unincorporated Areas - Fraser Valley",2015,"T"," 18,233"
"9999","Unincorporated Areas - Fraser Valley",2016,"T"," 18,923"
"9999","Unincorporated Areas - Fraser Valley",2017,"T"," 19,464"
"9999","Unincorporated Areas - Fraser Valley",2018,"T"," 20,005"
"9999","Unincorporated Areas - Fraser Valley",2019,"T"," 20,223"
"9999","Unincorporated Areas - Fraser Valley",2020,"T"," 20,487"
"9999","Unincorporated Areas - Fraser Valley",2021,"T"," 20,708"
"9999","Unincorporated Areas - Fraser Valley",2022,"T"," 20,917"
