,Region,Municipality,Year,Total,source_x,value_x,sector,source_y,value_y
11088,31012,Pemberton,2012,"  2,529",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11097,31020,Whistler,2012," 10,509",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11106,31026,Lillooet,2012,"  2,339",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11115,31999,Unincorporated Areas - Squamish-Lillooet,2012,"  6,762",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11124,33006,Merritt,2012,"  7,197",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11133,33015,Lytton,2012,    232,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11142,33019,Ashcroft,2012,"  1,576",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11151,33024,Cache Creek,2012,"  1,034",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11160,33028,Clinton,2012,    620,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11169,33035,Logan Lake,2012,"  2,020",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11178,33042,Kamloops,2012," 88,516",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11187,33045,Sun Peaks Mountain,2012,    448,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11196,33054,Chase,2012,"  2,470",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11205,33067,Clearwater,2012,"  2,355",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11214,33074,Barriere,2012,"  1,766",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11223,33999,Unincorporated Areas - Thompson-Nicola,2012," 23,396",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11232,35010,Kelowna,2012,"121,708",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11241,35016,Lake Country,2012," 12,236",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11250,35018,Peachland,2012,"  5,183",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11259,35029,West Kelowna,2012," 31,767",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11268,35999,Unincorporated Areas - Central Okanagan,2012," 15,234",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11277,37005,Lumby,2012,"  1,792",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11286,37010,Coldstream,2012," 10,641",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11295,37014,Vernon,2012," 39,260",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11304,37024,Spallumcheen,2012,"  5,128",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11313,37028,Armstrong,2012,"  4,963",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11322,37033,Enderby,2012,"  3,010",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11331,37999,Unincorporated Areas - North Okanagan,2012," 18,342",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11340,39007,Golden,2012,"  3,769",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11349,39019,Revelstoke,2012,"  7,319",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11358,39032,Salmon Arm,2012," 17,579",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11367,39045,Sicamous,2012,"  2,446",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11376,3999,Unincorporated Areas - Central Kootenay,2012," 30,827",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11385,39999,Unincorporated Areas - Columbia-Shuswap,2012," 19,956",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11394,41005,One Hundred Mile House,2012,"  1,918",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11403,41009,Williams Lake,2012," 11,109",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11412,41013,Quesnel,2012," 10,136",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11421,41025,Wells,2012,    242,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11430,41999,Unincorporated Areas - Cariboo,2012," 39,838",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11439,43008,Alert Bay,2012,    457,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11448,43012,Port McNeill,2012,"  2,469",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11457,43017,Port Alice,2012,    800,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11466,43023,Port Hardy,2012,"  4,257",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11475,43999,Unincorporated Areas - Mount Waddington,2012,"  3,776",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11484,45999,Unincorporated Areas - Central Coast,2012,"  3,306",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11493,47007,Port Edward,2012,    543,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11502,47012,Prince Rupert,2012," 12,761",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11511,47023,Masset,2012,    873,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11520,47026,Daajing Giids,2012,    938,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11529,47030,Port Clements,2012,    346,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11538,47999,Unincorporated Areas - Skeena-Queen Charlotte,2012,"  3,597",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11547,49005,Kitimat,2012,"  8,350",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11556,49011,Terrace,2012," 11,853",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11565,49022,Hazelton,2012,    305,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11574,49024,New Hazelton,2012,    663,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11583,49032,Stewart,2012,    491,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11592,49999,Unincorporated Areas - Kitimat-Stikine,2012," 16,445",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11601,5005,Fruitvale,2012,"  2,025",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11610,5009,Montrose,2012,"  1,074",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11619,5014,Trail,2012,"  7,760",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11628,5018,Warfield,2012,"  1,667",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11637,5023,Rossland,2012,"  3,678",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11646,5032,Grand Forks,2012,"  4,049",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11655,5037,Midway,2012,    662,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11664,5042,Greenwood,2012,    749,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11673,51007,Vanderhoof,2012,"  4,589",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11682,51009,Fraser Lake,2012,"  1,148",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11691,51013,Fort St. James,2012,"  1,702",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11700,51022,Burns Lake,2012,"  2,030",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11709,51032,Granisle,2012,    286,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11718,51034,Houston,2012,"  3,197",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11727,51038,Telkwa,2012,"  1,383",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11736,51043,Smithers,2012,"  5,553",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11745,51999,Unincorporated Areas - Bulkley-Nechako,2012," 19,880",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11754,53007,Valemount,2012,"  1,054",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11763,53012,McBride,2012,    598,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11772,53023,Prince George,2012," 74,259",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11781,53033,Mackenzie,2012,"  3,600",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11790,53999,Unincorporated Areas - Fraser-Fort George,2012," 15,052",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11799,55003,Tumbler Ridge,2012,"  2,590",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11808,55005,Pouce Coupe,2012,    770,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11817,55010,Chetwynd,2012,"  2,717",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11826,55014,Dawson Creek,2012," 11,992",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11835,55025,Hudson's Hope,2012,    982,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11844,55030,Taylor,2012,"  1,465",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11853,55034,Fort St. John,2012," 20,084",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11862,55999,Unincorporated Areas - Peace River,2012," 22,518",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11871,57999,Unincorporated Areas - Stikine,2012,    665,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11880,59007,Northern Rockies Regional Municipality,2012,"  5,670",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11889,5999,Unincorporated Areas - Kootenay Boundary,2012," 10,126",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11898,59999,Unincorporated Areas - Northern Rockies,2012,    641,BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11907,7005,Osoyoos,2012,"  4,841",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11916,7009,Keremeos,2012,"  1,357",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11925,7014,Oliver,2012,"  4,811",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11934,7024,Princeton,2012,"  2,847",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11943,7035,Summerland,2012," 11,425",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11952,7041,Penticton,2012," 33,141",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11961,7999,Unincorporated Areas - Okanagan-Similkameen,2012," 22,874",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11970,9009,Hope,2012,"  6,004",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11979,9020,Chilliwack,2012," 80,816",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11988,9027,Harrison Hot Springs,2012,"  1,425",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
11997,9032,Kent,2012,"  5,863",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
12006,9052,Abbotsford,2012,"138,264",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
12015,9056,Mission,2012," 38,067",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
12024,9999,Unincorporated Areas - Fraser Valley,2012," 17,382",BIOMASS,14.5227276,TOTAL DEMAND,OIL,410.1219
12033,1003,Elkford,2013,"  2,621",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12042,1006,Sparwood,2013,"  3,858",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12051,1012,Fernie,2013,"  4,847",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12060,1022,Cranbrook,2013," 20,161",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12069,1028,Kimberley,2013,"  7,122",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12078,1039,Invermere,2013,"  3,212",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12087,1040,Radium Hot Springs,2013,    793,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12096,1043,Canal Flats,2013,    716,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12105,15001,"Langley, District Municipality",2013,"112,508",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12114,15002,"Langley, City of",2013," 26,483",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12123,15004,Surrey,2013,"507,908",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12132,15007,White Rock,2013," 19,711",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12141,15011,Delta,2013,"103,391",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12150,15015,Richmond,2013,"200,038",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12159,15022,Vancouver,2013,"641,661",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12168,15025,Burnaby,2013,"235,764",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12177,15029,New Westminster,2013," 69,340",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12186,15034,Coquitlam,2013,"137,598",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12195,15036,Belcarra,2013,    675,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12204,15038,Anmore,2013,"  2,240",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12213,15039,Port Coquitlam,2013," 58,365",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12222,15043,Port Moody,2013," 34,509",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12231,15046,"North Vancouver, District Municipality",2013," 87,256",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12240,15051,"North Vancouver, City of",2013," 51,330",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12249,15055,West Vancouver,2013," 43,560",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12258,15062,Bowen Island,2013,"  3,665",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12267,15065,Lions Bay,2013,"  1,287",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12276,15070,Pitt Meadows,2013," 18,565",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12285,15075,Maple Ridge,2013," 79,877",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12294,15999,Unincorporated Areas - Greater Vancouver,2013," 23,765",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12303,17005,North Saanich,2013," 11,365",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12312,17010,Sidney,2013," 11,425",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12321,17015,Central Saanich,2013," 16,506",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12330,17021,Saanich,2013,"114,990",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12339,17030,Oak Bay,2013," 18,587",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12348,17034,Victoria,2013," 85,125",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12357,17040,Esquimalt,2013," 17,400",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12366,17041,Colwood,2013," 16,830",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12375,17042,Metchosin,2013,"  4,917",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12384,17044,Langford,2013," 33,179",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12393,17047,View Royal,2013," 10,052",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12402,17049,Highlands,2013,"  2,240",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12411,17052,Sooke,2013," 12,534",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12420,17999,Unincorporated Areas - Capital,2013," 25,685",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12429,19008,North Cowichan,2013," 29,383",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12438,19012,Duncan,2013,"  4,931",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12447,19016,Lake Cowichan,2013,"  3,101",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12456,19021,Ladysmith,2013,"  8,307",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12465,1999,Unincorporated Areas - East Kootenay,2013," 16,210",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12474,19999,Unincorporated Areas - Cowichan Valley,2013," 36,866",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12483,21007,Nanaimo,2013," 88,149",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12492,21008,Lantzville,2013,"  3,628",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12501,21018,Parksville,2013," 12,293",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12510,21023,Qualicum Beach,2013,"  8,750",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12519,21999,Unincorporated Areas - Nanaimo,2013," 39,505",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12528,23008,Port Alberni,2013," 17,774",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12537,23019,Ucluelet,2013,"  1,714",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12546,23025,Tofino,2013,"  1,972",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12555,23999,Unincorporated Areas - Alberni-Clayoquot,2013,"  9,875",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12564,24025,Gold River,2013,"  1,320",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12573,24029,Zeballos,2013,    125,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12582,24030,Tahsis,2013,    309,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12591,24034,Campbell River,2013," 32,155",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12600,24039,Sayward,2013,    273,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12609,24999,Unincorporated Areas - Strathcona,2013," 10,173",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12618,26005,Comox,2013," 14,192",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12627,26010,Courtenay,2013," 24,776",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12636,26014,Cumberland,2013,"  3,598",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12645,26999,Unincorporated Areas - Comox Valley,2013," 22,770",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12654,27008,Powell River,2013," 13,408",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12663,27806,Sechelt Ind Gov Dist (Part-Powell River),2013,     24,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12672,27999,Unincorporated Areas - Powell River,2013,"  6,824",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12681,29005,Gibsons,2013,"  4,535",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12690,29011,Sechelt District Municipality,2013,"  9,631",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12699,29803,Sechelt Ind Gov Dist (Part-Sunshine Coast),2013,    728,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12708,29999,Unincorporated Areas - Sunshine Coast,2013," 14,425",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12717,3004,Creston,2013,"  5,273",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12726,3011,Salmo,2013,"  1,155",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12735,3015,Nelson,2013," 10,563",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12744,3019,Slocan,2013,    300,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12753,3023,Kaslo,2013,"  1,016",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12762,3027,Silverton,2013,    197,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12771,3032,New Denver,2013,    488,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12780,3045,Castlegar,2013,"  7,891",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12789,3050,Nakusp,2013,"  1,580",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12798,31006,Squamish,2013," 18,888",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12807,31012,Pemberton,2013,"  2,580",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12816,31020,Whistler,2013," 10,886",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12825,31026,Lillooet,2013,"  2,340",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12834,31999,Unincorporated Areas - Squamish-Lillooet,2013,"  6,668",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12843,33006,Merritt,2013,"  7,385",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12852,33015,Lytton,2013,    228,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12861,33019,Ashcroft,2013,"  1,659",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12870,33024,Cache Creek,2013,"  1,021",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12879,33028,Clinton,2013,    597,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12888,33035,Logan Lake,2013,"  1,944",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12897,33042,Kamloops,2013," 89,702",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12906,33045,Sun Peaks Mountain,2013,    497,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12915,33054,Chase,2013,"  2,421",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12924,33067,Clearwater,2013,"  2,357",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12933,33074,Barriere,2013,"  1,776",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12942,33999,Unincorporated Areas - Thompson-Nicola,2013," 23,431",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12951,35010,Kelowna,2013,"123,611",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12960,35016,Lake Country,2013," 12,329",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12969,35018,Peachland,2013,"  5,246",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12978,35029,West Kelowna,2013," 32,335",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12987,35999,Unincorporated Areas - Central Okanagan,2013," 15,602",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
12996,37005,Lumby,2013,"  1,802",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13005,37010,Coldstream,2013," 10,631",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13014,37014,Vernon,2013," 39,470",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13023,37024,Spallumcheen,2013,"  5,183",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13032,37028,Armstrong,2013,"  4,998",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13041,37033,Enderby,2013,"  2,933",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13050,37999,Unincorporated Areas - North Okanagan,2013," 18,546",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13059,39007,Golden,2013,"  3,789",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13068,39019,Revelstoke,2013,"  7,411",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13077,39032,Salmon Arm,2013," 17,600",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13086,39045,Sicamous,2013,"  2,458",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13095,3999,Unincorporated Areas - Central Kootenay,2013," 31,032",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13104,39999,Unincorporated Areas - Columbia-Shuswap,2013," 20,041",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13113,41005,One Hundred Mile House,2013,"  1,940",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13122,41009,Williams Lake,2013," 11,131",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13131,41013,Quesnel,2013," 10,124",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13140,41025,Wells,2013,    233,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13149,41999,Unincorporated Areas - Cariboo,2013," 39,852",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13158,43008,Alert Bay,2013,    463,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13167,43012,Port McNeill,2013,"  2,437",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13176,43017,Port Alice,2013,    801,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13185,43023,Port Hardy,2013,"  4,239",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13194,43999,Unincorporated Areas - Mount Waddington,2013,"  3,726",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13203,45999,Unincorporated Areas - Central Coast,2013,"  3,373",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13212,47007,Port Edward,2013,    546,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13221,47012,Prince Rupert,2013," 12,735",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13230,47023,Masset,2013,    862,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13239,47026,Daajing Giids,2013,    924,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13248,47030,Port Clements,2013,    317,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13257,47999,Unincorporated Areas - Skeena-Queen Charlotte,2013,"  3,624",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13266,49005,Kitimat,2013,"  8,510",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13275,49011,Terrace,2013," 11,870",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
